EventID,HitID,ClusterID,DeltaZ,DeltaPhi,DeltaTime,ADC,ZPosition,Phi,Time
0,19,1,0.0,0.0,0.0,10700,-75.79,1.99,2.62
0,19,1,0.0,0.0,0.0,9700,-75.79,1.99,3.38
1,11,1,0.0,0.0,0.0,14000,-32.83,1.15,2.65
1,11,1,0.0,0.0,0.0,13300,-32.83,1.15,2.98
2,53,1,0.0,0.0,0.0,3800,49.00,5.55,4.62
2,53,1,0.0,0.0,0.0,4100,49.00,5.55,4.13
3,17,1,0.0,0.0,0.0,25800,-80.65,1.78,1.89
3,17,1,0.0,0.0,0.0,23100,-80.65,1.78,2.70
7,10,1,0.0,0.0,0.0,4900,-49.08,1.05,3.75
7,10,1,0.0,0.0,0.0,4700,-49.08,1.05,4.24
8,51,1,185.50,0.00,0.80,400,-105.00,5.34,1.24
8,51,1,0.0,0.0,0.0,12400,80.50,5.34,2.35
8,51,1,0.0,0.0,0.0,14000,80.50,5.34,1.55
9,35,1,0.0,0.0,0.0,10000,14.41,3.67,3.12
9,35,1,0.0,0.0,0.0,10400,14.41,3.67,2.97
10,25,1,0.0,0.0,0.0,27100,-45.09,2.62,2.07
10,25,1,0.0,0.0,0.0,25400,-45.09,2.62,2.52
13,58,1,145.47,0.00,0.00,2500,105.00,6.07,1.63
13,58,1,145.47,0.00,0.03,1000,105.00,6.07,1.66
13,58,1,0.0,0.0,0.0,14200,-40.47,6.07,1.72
13,58,1,0.0,0.0,0.0,13200,-40.47,6.07,2.12
14,14,1,120.29,0.00,1.10,3200,-15.00,1.47,1.27
14,14,1,0.0,0.0,0.0,13600,105.29,1.47,2.45
14,14,1,0.0,0.0,0.0,15900,105.29,1.47,1.40
15,31,1,0.0,0.0,0.0,10100,-14.83,3.25,2.99
15,31,1,0.0,0.0,0.0,9900,-14.83,3.25,3.14
16,47,1,0.0,0.0,0.0,6300,-12.67,4.92,3.56
16,47,1,0.0,0.0,0.0,6200,-12.67,4.92,3.68
17,37,1,116.67,0.00,0.14,6300,75.00,3.87,1.47
17,37,1,0.0,0.0,0.0,11300,-41.67,3.87,1.68
17,37,1,0.0,0.0,0.0,10600,-41.67,3.87,2.10
18,34,1,0.0,0.0,0.0,9800,-70.71,3.56,2.85
18,34,1,0.0,0.0,0.0,9000,-70.71,3.56,3.56
19,8,1,0.0,0.0,0.0,9700,25.11,0.84,3.17
19,8,1,0.0,0.0,0.0,10400,25.11,0.84,2.92
21,39,1,0.0,0.0,0.0,22400,88.55,4.08,2.64
21,39,1,0.0,0.0,0.0,25000,88.55,4.08,1.76
22,54,1,41.27,0.00,0.35,1800,-15.00,5.65,1.56
22,54,1,0.0,0.0,0.0,19700,-56.27,5.65,1.76
22,54,1,0.0,0.0,0.0,18300,-56.27,5.65,2.32
23,47,1,0.0,0.0,0.0,7500,7.03,4.92,3.62
23,47,1,0.0,0.0,0.0,7500,7.03,4.92,3.55
24,3,1,0.0,0.0,0.0,4400,-6.73,0.31,4.62
24,3,1,0.0,0.0,0.0,4300,-6.73,0.31,4.69
25,39,1,71.33,0.00,0.92,2100,135.00,4.08,1.56
25,39,1,0.0,0.0,0.0,16900,63.67,4.08,2.29
25,39,1,0.0,0.0,0.0,18300,63.67,4.08,1.65
26,20,1,0.0,0.0,0.0,12600,-107.57,2.09,2.32
26,20,1,0.0,0.0,0.0,11100,-107.57,2.09,3.40
27,32,1,0.0,0.0,0.0,15400,111.41,3.35,2.95
27,32,1,0.0,0.0,0.0,18000,111.41,3.35,1.83
28,56,1,0.0,0.0,0.0,17500,-94.43,5.86,2.08
28,56,1,0.0,0.0,0.0,16600,-94.43,5.86,3.02
29,42,1,0.0,0.0,0.0,6000,134.09,4.40,2.80
29,42,1,0.0,0.0,0.0,7000,134.09,4.40,1.46
30,49,1,0.0,0.0,0.0,5600,127.23,5.13,2.83
30,49,1,0.0,0.0,0.0,6600,127.23,5.13,1.56
31,32,1,0.0,0.0,0.0,3000,2.09,3.35,4.74
31,32,1,0.0,0.0,0.0,3100,2.09,3.35,4.72
32,2,1,0.0,0.0,0.0,19000,71.57,0.21,2.67
32,2,1,0.0,0.0,0.0,20800,71.57,0.21,1.96
34,57,1,59.00,0.00,0.28,5800,75.00,5.97,1.31
34,57,1,0.0,0.0,0.0,10500,16.00,5.97,1.96
34,57,1,0.0,0.0,0.0,10600,16.00,5.97,1.80
35,7,1,52.43,0.00,0.38,1000,75.00,0.73,1.32
35,7,1,0.0,0.0,0.0,11100,22.57,0.73,1.99
35,7,1,0.0,0.0,0.0,11700,22.57,0.73,1.76
36,40,1,31.53,0.00,0.70,4800,-135.00,4.19,1.37
36,40,1,0.0,0.0,0.0,12800,-103.47,4.19,1.21
36,40,1,0.0,0.0,0.0,11100,-103.47,4.19,2.25
37,56,1,21.91,0.00,0.81,5200,45.00,5.86,1.37
37,56,1,0.0,0.0,0.0,11400,66.91,5.86,2.26
37,56,1,0.0,0.0,0.0,12600,66.91,5.86,1.60
38,23,1,113.67,0.00,0.69,5600,-45.00,2.41,1.15
38,23,1,0.0,0.0,0.0,10300,68.67,2.41,2.19
38,23,1,0.0,0.0,0.0,11300,68.67,2.41,1.50
40,58,1,0.0,0.0,0.0,25700,-38.76,6.07,2.12
40,58,1,0.0,0.0,0.0,24100,-38.76,6.07,2.51
41,51,1,0.0,0.0,0.0,22600,-5.45,5.34,2.27
41,51,1,0.0,0.0,0.0,22200,-5.45,5.34,2.32
43,10,1,201.36,0.00,0.73,4500,-135.00,1.05,1.32
43,10,1,0.0,0.0,0.0,11900,66.36,1.05,2.29
43,10,1,0.0,0.0,0.0,12800,66.36,1.05,1.62
45,14,1,0.0,0.0,0.0,21500,38.93,1.47,2.40
45,14,1,0.0,0.0,0.0,22200,38.93,1.47,2.01
47,58,1,0.0,0.0,0.0,6100,1.41,6.07,4.07
47,58,1,0.0,0.0,0.0,6000,1.41,6.07,4.06
49,21,1,0.0,0.0,0.0,11100,-117.34,2.20,1.26
49,21,1,0.0,0.0,0.0,9800,-117.34,2.20,2.43
50,13,1,0.0,0.0,0.0,400,31.36,1.36,2.91
50,13,1,0.0,0.0,0.0,400,31.36,1.36,2.60
51,2,1,0.0,0.0,0.0,22100,-123.85,0.21,1.76
51,2,1,0.0,0.0,0.0,19800,-123.85,0.21,3.00
52,1,1,0.0,0.0,0.0,12100,-99.14,0.10,2.61
52,1,1,0.0,0.0,0.0,11300,-99.14,0.10,3.60
53,58,1,0.0,0.0,0.0,8100,-16.15,6.07,3.56
53,58,1,0.0,0.0,0.0,7900,-16.15,6.07,3.72
54,19,1,94.57,0.00,0.36,4600,135.00,1.99,1.20
54,19,1,0.0,0.0,0.0,12400,40.43,1.99,2.14
54,19,1,0.0,0.0,0.0,12800,40.43,1.99,1.74
55,36,1,9.32,0.00,0.54,3700,45.00,3.77,1.50
55,36,1,0.0,0.0,0.0,14000,35.68,3.77,2.19
55,36,1,0.0,0.0,0.0,14100,35.68,3.77,1.83
56,18,1,84.26,0.00,0.34,4000,105.00,1.88,1.37
56,18,1,0.0,0.0,0.0,13000,20.74,1.88,2.04
56,18,1,0.0,0.0,0.0,13100,20.74,1.88,1.84
57,7,1,52.64,0.00,0.25,2600,75.00,0.73,1.30
57,7,1,0.0,0.0,0.0,17000,22.36,0.73,2.08
57,7,1,0.0,0.0,0.0,17400,22.36,0.73,1.86
58,56,1,181.93,0.00,1.40,4200,45.00,5.86,1.30
58,56,1,0.0,0.0,0.0,13900,-136.93,5.86,1.35
58,56,1,0.0,0.0,0.0,12300,-136.93,5.86,2.72
59,18,1,21.94,0.00,1.13,4500,105.00,1.88,1.36
59,18,1,0.0,0.0,0.0,11300,83.06,1.88,2.18
59,18,1,0.0,0.0,0.0,13100,83.06,1.88,1.35
61,1,1,0.0,0.0,0.0,15300,-74.82,0.10,2.28
61,1,1,0.0,0.0,0.0,13600,-74.82,0.10,3.03
62,45,1,0.0,0.0,0.0,17600,-58.65,4.71,2.17
62,45,1,0.0,0.0,0.0,16900,-58.65,4.71,2.76
63,42,1,13.65,0.00,0.37,5100,-75.00,4.40,1.39
63,42,1,0.0,0.0,0.0,11500,-61.35,4.40,1.54
63,42,1,0.0,0.0,0.0,10800,-61.35,4.40,2.15
64,16,1,0.0,0.0,0.0,12500,-106.37,1.68,2.22
64,16,1,0.0,0.0,0.0,11200,-106.37,1.68,3.29
65,5,1,69.69,0.00,0.47,3200,15.00,0.52,1.55
65,5,1,0.0,0.0,0.0,15800,-54.69,0.52,1.90
65,5,1,0.0,0.0,0.0,15000,-54.69,0.52,2.45
66,8,1,0.0,0.0,0.0,15800,-23.46,0.84,2.55
66,8,1,0.0,0.0,0.0,15200,-23.46,0.84,2.78
67,15,1,0.0,0.0,0.0,10800,-38.87,1.57,2.70
67,15,1,0.0,0.0,0.0,10300,-38.87,1.57,3.08
70,59,1,0.0,0.0,0.0,4000,-42.25,6.18,4.29
70,59,1,0.0,0.0,0.0,3700,-42.25,6.18,4.71
71,8,1,0.0,0.0,0.0,13000,39.82,0.84,2.16
71,8,1,0.0,0.0,0.0,13500,39.82,0.84,1.76
74,42,1,0.0,0.0,0.0,10900,-76.27,4.40,2.70
74,42,1,0.0,0.0,0.0,10000,-76.27,4.40,3.46
75,33,1,0.0,0.0,0.0,4400,-113.52,3.46,3.81
75,33,1,0.0,0.0,0.0,3700,-113.52,3.46,4.95
76,42,1,29.90,0.00,0.42,1900,-75.00,4.40,1.52
76,42,1,0.0,0.0,0.0,21100,-45.10,4.40,1.96
76,42,1,0.0,0.0,0.0,19300,-45.10,4.40,2.41
78,56,1,0.0,0.0,0.0,12000,-75.44,5.86,2.13
78,56,1,0.0,0.0,0.0,10900,-75.44,5.86,2.89
79,10,1,0.0,0.0,0.0,7700,121.77,1.05,3.96
79,10,1,0.0,0.0,0.0,8500,121.77,1.05,2.74
80,27,1,0.0,0.0,0.0,14400,-69.29,2.83,2.66
80,27,1,0.0,0.0,0.0,12700,-69.29,2.83,3.35
81,18,1,26.50,0.00,0.91,4300,105.00,1.88,1.35
81,18,1,0.0,0.0,0.0,10500,78.50,1.88,2.31
81,18,1,0.0,0.0,0.0,11300,78.50,1.88,1.53
82,59,1,0.0,0.0,0.0,24500,93.67,6.18,2.60
82,59,1,0.0,0.0,0.0,27800,93.67,6.18,1.67
83,26,1,108.32,0.00,1.66,5200,45.00,2.72,1.29
83,26,1,0.0,0.0,0.0,10600,153.32,2.72,2.63
83,26,1,0.0,0.0,0.0,12200,153.32,2.72,1.09
84,50,1,0.0,0.0,0.0,12000,-119.44,5.24,2.26
84,50,1,0.0,0.0,0.0,10100,-119.44,5.24,3.46
85,44,1,0.0,0.0,0.0,9100,23.67,4.61,3.24
85,44,1,0.0,0.0,0.0,10000,23.67,4.61,3.01
86,27,1,132.44,0.00,0.55,2500,75.00,2.83,1.40
86,27,1,0.0,0.0,0.0,18300,-57.44,2.83,1.79
86,27,1,0.0,0.0,0.0,16500,-57.44,2.83,2.36
87,26,1,0.0,0.0,0.0,11600,30.33,2.72,2.16
87,26,1,0.0,0.0,0.0,12100,30.33,2.72,1.85
89,5,1,0.0,0.0,0.0,15800,-55.54,0.52,2.33
89,5,1,0.0,0.0,0.0,14900,-55.54,0.52,2.89
90,25,1,0.0,0.0,0.0,13500,-26.79,2.62,2.70
90,25,1,0.0,0.0,0.0,13000,-26.79,2.62,2.97
91,56,1,0.0,0.0,0.0,12200,99.91,5.86,3.29
91,56,1,0.0,0.0,0.0,14100,99.91,5.86,2.30
92,57,1,0.0,0.0,0.0,27100,14.18,5.97,2.36
92,57,1,0.0,0.0,0.0,28900,14.18,5.97,2.22
93,13,1,58.13,0.00,0.65,6100,-45.00,1.36,1.55
93,13,1,0.0,0.0,0.0,8200,13.13,1.36,1.80
93,13,1,0.0,0.0,0.0,8500,13.13,1.36,1.67
94,36,1,0.0,0.0,0.0,9400,-82.19,3.77,2.60
94,36,1,0.0,0.0,0.0,8400,-82.19,3.77,3.42
97,4,1,0.0,0.0,0.0,4900,-115.55,0.42,3.73
97,4,1,0.0,0.0,0.0,4400,-115.55,0.42,4.89
98,27,1,0.0,0.0,0.0,19900,109.32,2.83,3.12
98,27,1,0.0,0.0,0.0,22500,109.32,2.83,2.03
99,6,1,4.08,0.00,0.69,3600,45.00,0.63,1.46
99,6,1,0.0,0.0,0.0,13600,40.92,0.63,2.09
99,6,1,0.0,0.0,0.0,14700,40.92,0.63,1.68
100,30,1,0.0,0.0,0.0,12100,63.80,3.14,3.05
100,30,1,0.0,0.0,0.0,12900,63.80,3.14,2.41
102,23,1,0.0,0.0,0.0,18200,16.44,2.41,2.49
102,23,1,0.0,0.0,0.0,19300,16.44,2.41,2.33
103,49,1,0.0,0.0,0.0,10800,29.65,5.13,3.21
103,49,1,0.0,0.0,0.0,11000,29.65,5.13,2.91
104,58,1,0.0,0.0,0.0,6700,-119.42,6.07,3.22
104,58,1,0.0,0.0,0.0,5700,-119.42,6.07,4.41
105,29,1,179.37,0.00,0.39,4100,135.00,3.04,1.28
105,29,1,0.0,0.0,0.0,13100,-44.37,3.04,1.71
105,29,1,0.0,0.0,0.0,12600,-44.37,3.04,2.15
106,43,1,0.0,0.0,0.0,5000,-123.08,4.50,3.67
106,43,1,0.0,0.0,0.0,4400,-123.08,4.50,4.90
109,45,1,0.0,0.0,0.0,4400,60.48,4.71,4.64
109,45,1,0.0,0.0,0.0,4800,60.48,4.71,4.03
110,59,1,99.83,0.00,0.53,2900,135.00,6.18,1.52
110,59,1,0.0,0.0,0.0,15800,35.17,6.18,2.22
110,59,1,0.0,0.0,0.0,17100,35.17,6.18,1.87
111,42,1,54.73,0.00,0.21,5900,-75.00,4.40,1.24
111,42,1,0.0,0.0,0.0,10300,-20.27,4.40,1.84
111,42,1,0.0,0.0,0.0,10000,-20.27,4.40,2.05
112,51,1,0.0,0.0,0.0,22600,11.49,5.34,2.26
112,51,1,0.0,0.0,0.0,23200,11.49,5.34,2.14
113,18,1,0.0,0.0,0.0,5700,128.64,1.88,4.43
113,18,1,0.0,0.0,0.0,6300,128.64,1.88,3.14
114,49,1,2.96,0.00,1.38,1600,135.00,5.13,1.47
114,49,1,0.0,0.0,0.0,18400,132.04,5.13,2.77
114,49,1,0.0,0.0,0.0,21200,132.04,5.13,1.45
115,45,1,0.0,0.0,0.0,24200,-123.89,4.71,1.61
115,45,1,0.0,0.0,0.0,20700,-123.89,4.71,2.85
117,27,1,0.0,0.0,0.0,9500,-25.91,2.83,1.90
117,27,1,0.0,0.0,0.0,8900,-25.91,2.83,2.16
118,31,1,0.0,0.0,0.0,11800,-135.23,3.25,2.42
118,31,1,0.0,0.0,0.0,9900,-135.23,3.25,3.78
119,28,1,0.0,0.0,0.0,3200,-0.24,2.93,2.19
119,28,1,0.0,0.0,0.0,3100,-0.24,2.93,2.19
120,7,1,0.0,0.0,0.0,22500,-5.49,0.73,2.31
120,7,1,0.0,0.0,0.0,22500,-5.49,0.73,2.37
121,3,1,0.0,0.0,0.0,8800,-24.75,0.31,3.03
121,3,1,0.0,0.0,0.0,8400,-24.75,0.31,3.27
122,49,1,0.0,0.0,0.0,13000,-149.72,5.13,2.04
122,49,1,0.0,0.0,0.0,10900,-149.72,5.13,3.54
123,28,1,0.0,0.0,0.0,5600,-107.52,2.93,1.44
123,28,1,0.0,0.0,0.0,5000,-107.52,2.93,2.51
124,53,1,0.0,0.0,0.0,25300,112.97,5.55,2.85
124,53,1,0.0,0.0,0.0,28100,112.97,5.55,1.72
125,13,1,0.0,0.0,0.0,2600,62.01,1.36,1.92
125,13,1,0.0,0.0,0.0,2700,62.01,1.36,1.30
126,20,1,53.33,0.00,0.55,1300,-135.00,2.09,1.65
126,20,1,0.0,0.0,0.0,21500,-81.67,2.09,1.67
126,20,1,0.0,0.0,0.0,20100,-81.67,2.09,2.49
128,26,1,113.11,0.00,0.61,3000,45.00,2.72,1.44
128,26,1,0.0,0.0,0.0,16700,-68.11,2.72,1.72
128,26,1,0.0,0.0,0.0,15100,-68.11,2.72,2.40
130,52,1,0.0,0.0,0.0,9800,-55.08,5.45,2.97
130,52,1,0.0,0.0,0.0,8900,-55.08,5.45,3.52
131,31,1,0.0,0.0,0.0,4500,-73.72,3.25,4.04
131,31,1,0.0,0.0,0.0,3700,-73.72,3.25,4.78
132,40,1,190.85,0.00,0.67,2200,-135.00,4.19,1.51
132,40,1,0.0,0.0,0.0,17300,55.85,4.19,2.38
132,40,1,0.0,0.0,0.0,17800,55.85,4.19,1.82
133,24,1,0.0,0.0,0.0,5400,53.04,2.51,4.03
133,24,1,0.0,0.0,0.0,5700,53.04,2.51,3.50
134,18,1,0.0,0.0,0.0,10900,-49.67,1.88,2.91
134,18,1,0.0,0.0,0.0,10300,-49.67,1.88,3.41
135,26,1,0.0,0.0,0.0,16900,14.32,2.72,2.59
135,26,1,0.0,0.0,0.0,17500,14.32,2.72,2.44
136,47,1,155.53,0.00,0.66,100,75.00,4.92,1.15
136,47,1,0.0,0.0,0.0,10000,-80.53,4.92,1.30
136,47,1,0.0,0.0,0.0,9100,-80.53,4.92,2.11
137,41,1,157.24,0.00,0.75,3200,-105.00,4.29,1.35
137,41,1,0.0,0.0,0.0,11900,52.24,4.29,2.09
137,41,1,0.0,0.0,0.0,12400,52.24,4.29,1.56
138,14,1,84.48,0.00,0.96,5000,-15.00,1.47,1.23
138,14,1,0.0,0.0,0.0,11800,-99.48,1.47,1.40
138,14,1,0.0,0.0,0.0,10400,-99.48,1.47,2.39
139,2,1,0.0,0.0,0.0,12000,25.64,0.21,3.13
139,2,1,0.0,0.0,0.0,12500,25.64,0.21,2.87
140,54,1,0.0,0.0,0.0,8100,-94.13,5.65,2.96
140,54,1,0.0,0.0,0.0,7200,-94.13,5.65,3.90
142,45,1,0.0,0.0,0.0,9200,-11.83,4.71,3.15
142,45,1,0.0,0.0,0.0,9100,-11.83,4.71,3.27
144,58,1,0.0,0.0,0.0,17500,90.15,6.07,2.90
144,58,1,0.0,0.0,0.0,18900,90.15,6.07,2.00
145,14,1,39.40,0.00,0.50,3200,-15.00,1.47,1.38
145,14,1,0.0,0.0,0.0,16600,-54.40,1.47,1.76
145,14,1,0.0,0.0,0.0,15000,-54.40,1.47,2.31
146,31,1,0.0,0.0,0.0,6200,-10.97,3.25,3.54
146,31,1,0.0,0.0,0.0,6200,-10.97,3.25,3.65
148,52,1,48.73,0.00,0.09,3300,-75.00,5.45,1.51
148,52,1,0.0,0.0,0.0,15700,-26.27,5.45,1.90
148,52,1,0.0,0.0,0.0,15400,-26.27,5.45,2.16
149,33,1,0.0,0.0,0.0,11700,-112.40,3.46,2.36
149,33,1,0.0,0.0,0.0,10400,-112.40,3.46,3.48
151,54,1,135.23,0.00,1.46,5700,-15.00,5.65,1.36
151,54,1,0.0,0.0,0.0,10000,120.23,5.65,2.40
151,54,1,0.0,0.0,0.0,11400,120.23,5.65,1.20
153,43,1,30.27,0.00,0.55,3600,-45.00,4.50,1.53
153,43,1,0.0,0.0,0.0,13300,-75.27,4.50,1.65
153,43,1,0.0,0.0,0.0,12000,-75.27,4.50,2.40
154,58,1,13.71,0.00,1.38,3400,105.00,6.07,1.73
154,58,1,0.0,0.0,0.0,14300,91.29,6.07,2.42
154,58,1,0.0,0.0,0.0,15900,91.29,6.07,1.51
155,36,1,42.11,0.00,0.21,1600,45.00,3.77,1.26
155,36,1,0.0,0.0,0.0,10600,2.89,3.77,1.79
155,36,1,0.0,0.0,0.0,10800,2.89,3.77,1.77
156,48,1,0.0,0.0,0.0,13900,-113.83,5.03,1.51
156,48,1,0.0,0.0,0.0,12200,-113.83,5.03,2.65
157,36,1,188.08,0.00,1.34,3100,45.00,3.77,1.40
157,36,1,0.0,0.0,0.0,16700,-143.08,3.77,1.32
157,36,1,0.0,0.0,0.0,13800,-143.08,3.77,2.75
159,22,1,0.0,0.0,0.0,4200,33.45,2.30,4.87
159,22,1,0.0,0.0,0.0,4500,33.45,2.30,4.53
160,60,1,0.0,0.0,0.0,24700,-125.13,6.28,1.57
160,60,1,0.0,0.0,0.0,21600,-125.13,6.28,2.83
161,10,1,0.0,0.0,0.0,13800,19.48,1.05,2.78
161,10,1,0.0,0.0,0.0,14000,19.48,1.05,2.58
162,53,1,0.0,0.0,0.0,16400,-99.40,5.55,1.66
162,53,1,0.0,0.0,0.0,14500,-99.40,5.55,2.65
163,54,1,0.0,0.0,0.0,3900,-43.81,5.65,4.63
163,54,1,0.0,0.0,0.0,3800,-43.81,5.65,5.06
165,16,1,0.0,0.0,0.0,13500,25.63,1.68,2.72
165,16,1,0.0,0.0,0.0,14500,25.63,1.68,2.46
166,27,1,95.34,0.00,0.01,4400,75.00,2.83,1.42
166,27,1,0.0,0.0,0.0,12500,-20.34,2.83,1.80
166,27,1,0.0,0.0,0.0,11900,-20.34,2.83,2.01
168,55,1,0.0,0.0,0.0,11000,-70.51,5.76,2.65
168,55,1,0.0,0.0,0.0,10600,-70.51,5.76,3.36
169,17,1,0.0,0.0,0.0,15500,-48.38,1.78,2.26
169,17,1,0.0,0.0,0.0,14300,-48.38,1.78,2.74
170,50,1,0.0,0.0,0.0,13500,-30.55,5.24,2.69
170,50,1,0.0,0.0,0.0,12800,-30.55,5.24,2.99
171,44,1,0.0,0.0,0.0,10700,-81.54,4.61,1.90
171,44,1,0.0,0.0,0.0,9400,-81.54,4.61,2.71
172,16,1,74.81,0.00,0.23,3700,45.00,1.68,1.39
172,16,1,0.0,0.0,0.0,14300,-29.81,1.68,1.86
172,16,1,0.0,0.0,0.0,13300,-29.81,1.68,2.16
173,20,1,127.97,0.00,0.02,5000,-135.00,2.09,1.37
173,20,1,0.0,0.0,0.0,11500,-7.03,2.09,1.94
173,20,1,0.0,0.0,0.0,11900,-7.03,2.09,2.02
174,23,1,0.0,0.0,0.0,13300,-92.48,2.41,2.43
174,23,1,0.0,0.0,0.0,12500,-92.48,2.41,3.35
175,59,1,0.0,0.0,0.0,13300,0.22,6.18,2.82
175,59,1,0.0,0.0,0.0,12900,0.22,6.18,2.82
176,40,1,0.0,0.0,0.0,22700,101.35,4.19,2.84
176,40,1,0.0,0.0,0.0,25400,101.35,4.19,1.83
177,34,1,0.0,0.0,0.0,14200,-52.90,3.56,2.27
177,34,1,0.0,0.0,0.0,13200,-52.90,3.56,2.80
178,15,1,127.28,0.00,1.05,4800,15.00,1.57,1.30
178,15,1,0.0,0.0,0.0,12800,-112.28,1.57,1.36
178,15,1,0.0,0.0,0.0,11400,-112.28,1.57,2.48
179,26,1,0.0,0.0,0.0,5200,1.82,2.72,4.11
179,26,1,0.0,0.0,0.0,5300,1.82,2.72,4.09
180,19,1,0.0,0.0,0.0,17500,105.59,1.99,2.80
180,19,1,0.0,0.0,0.0,19800,105.59,1.99,1.74
181,55,1,97.95,0.00,0.73,2200,15.00,5.76,1.45
181,55,1,0.0,0.0,0.0,18400,-82.95,5.76,1.63
181,55,1,0.0,0.0,0.0,16300,-82.95,5.76,2.46
182,53,1,0.0,0.0,0.0,3400,115.41,5.55,5.02
182,53,1,0.0,0.0,0.0,4200,115.41,5.55,3.87
183,42,1,0.0,0.0,0.0,28500,-50.91,4.40,2.05
183,42,1,0.0,0.0,0.0,26300,-50.91,4.40,2.56
184,57,1,0.0,0.0,0.0,25300,52.34,5.97,2.63
184,57,1,0.0,0.0,0.0,27400,52.34,5.97,2.11
185,20,1,0.0,0.0,0.0,4400,33.67,2.09,4.58
185,20,1,0.0,0.0,0.0,4500,33.67,2.09,4.25
186,42,1,0.0,0.0,0.0,9000,115.54,4.40,3.66
186,42,1,0.0,0.0,0.0,10400,115.54,4.40,2.50
187,49,1,74.87,0.00,0.62,3000,135.00,5.13,1.29
187,49,1,0.0,0.0,0.0,13200,60.13,5.13,2.27
187,49,1,0.0,0.0,0.0,14000,60.13,5.13,1.67
188,47,1,162.91,0.00,0.77,6000,75.00,4.92,1.18
188,47,1,0.0,0.0,0.0,11100,-87.91,4.92,1.32
188,47,1,0.0,0.0,0.0,9700,-87.91,4.92,2.20
189,28,1,0.0,0.0,0.0,2200,-62.25,2.93,5.05
189,28,1,0.0,0.0,0.0,2000,-62.25,2.93,5.68
190,34,1,0.0,0.0,0.0,6200,-36.75,3.56,3.50
190,34,1,0.0,0.0,0.0,6000,-36.75,3.56,3.86
191,38,1,0.0,0.0,0.0,18700,-70.54,3.98,2.15
191,38,1,0.0,0.0,0.0,16900,-70.54,3.98,2.86
192,41,1,0.0,0.0,0.0,13900,-56.32,4.29,2.45
192,41,1,0.0,0.0,0.0,13300,-56.32,4.29,3.01
193,46,1,37.86,0.00,0.90,3000,45.00,4.82,1.41
193,46,1,0.0,0.0,0.0,14600,82.86,4.82,2.45
193,46,1,0.0,0.0,0.0,16100,82.86,4.82,1.62
194,2,1,0.0,0.0,0.0,6300,37.31,0.21,3.79
194,2,1,0.0,0.0,0.0,6300,37.31,0.21,3.42
195,4,1,0.0,0.0,0.0,7600,112.62,0.42,2.28
195,4,1,0.0,0.0,0.0,8800,112.62,0.42,1.16
196,28,1,0.0,0.0,0.0,16100,30.91,2.93,2.74
196,28,1,0.0,0.0,0.0,17100,30.91,2.93,2.43
197,35,1,0.0,0.0,0.0,8100,-65.20,3.67,3.02
197,35,1,0.0,0.0,0.0,7400,-65.20,3.67,3.68
198,27,1,0.0,0.0,0.0,14200,66.99,2.83,2.58
198,27,1,0.0,0.0,0.0,15000,66.99,2.83,1.91
199,41,1,8.22,0.00,0.85,4000,-105.00,4.29,1.49
199,41,1,0.0,0.0,0.0,13700,-96.78,4.29,1.59
199,41,1,0.0,0.0,0.0,12000,-96.78,4.29,2.55
201,38,1,0.0,0.0,0.0,17400,-34.24,3.98,2.31
201,38,1,0.0,0.0,0.0,16800,-34.24,3.98,2.65
202,46,1,0.0,0.0,0.0,17400,56.67,4.82,2.84
202,46,1,0.0,0.0,0.0,18200,56.67,4.82,2.27
203,18,1,0.0,0.0,0.0,4000,94.19,1.88,5.09
203,18,1,0.0,0.0,0.0,4300,94.19,1.88,4.15
204,54,1,0.0,0.0,0.0,23800,-21.23,5.65,2.07
204,54,1,0.0,0.0,0.0,23300,-21.23,5.65,2.29
205,22,1,0.0,0.0,0.0,11000,99.36,2.30,3.38
205,22,1,0.0,0.0,0.0,12600,99.36,2.30,2.38
206,36,1,0.0,0.0,0.0,11500,-52.34,3.77,1.95
206,36,1,0.0,0.0,0.0,10800,-52.34,3.77,2.48
207,10,1,143.71,0.00,0.56,6400,-135.00,1.05,1.38
207,10,1,0.0,0.0,0.0,9300,8.71,1.05,1.65
207,10,1,0.0,0.0,0.0,9300,8.71,1.05,1.57
208,37,1,91.34,0.00,0.15,600,75.00,3.87,1.11
208,37,1,0.0,0.0,0.0,11100,-16.34,3.87,1.72
208,37,1,0.0,0.0,0.0,11100,-16.34,3.87,1.88
209,12,1,0.0,0.0,0.0,16300,-115.65,1.26,2.03
209,12,1,0.0,0.0,0.0,13800,-115.65,1.26,3.19
210,10,1,30.49,0.00,1.02,3900,-135.00,1.05,1.25
210,10,1,0.0,0.0,0.0,14200,-104.51,1.05,1.39
210,10,1,0.0,0.0,0.0,12200,-104.51,1.05,2.44
212,47,1,0.0,0.0,0.0,11900,57.83,4.92,3.09
212,47,1,0.0,0.0,0.0,12900,57.83,4.92,2.51
213,55,1,0.0,0.0,0.0,20700,44.55,5.76,2.79
213,55,1,0.0,0.0,0.0,21500,44.55,5.76,2.34
214,59,1,0.0,0.0,0.0,10700,96.18,6.18,3.40
214,59,1,0.0,0.0,0.0,12300,96.18,6.18,2.44
215,46,1,24.79,0.00,0.20,6100,45.00,4.82,1.11
215,46,1,0.0,0.0,0.0,10000,20.21,4.82,1.92
215,46,1,0.0,0.0,0.0,10500,20.21,4.82,1.71
216,52,1,0.0,0.0,0.0,5400,57.75,5.45,2.10
